Case ID,Source Link(s) / Citation(s),Date,Entity,System Type,Title,Industry,Application Domain,Failure Category,Failure Mode(s),Manifestation Pattern,Manifestation — Brief Description,Propagation Reach,Boundary Transfer,Transfer Mode,Amplification,Propagation Chain,Detection Timing,Detector,Detection Signal,Impact Dimension(s),Risk Assessment,Risk Domain,Risk Subdomain,Recovery Complexity,Recovery Evidence Status,Recovery / Maintenance Action(s),Causal Location(s),Causal Mechanism,Missing Safeguard,Root Cause Description,Lifecycle Phase,Temporal Pattern,Timing / Period,Incident Year,Analysis Primary Category,Analysis Subcategory,Analysis Risk Level,Analysis Sector,Analysis Recovery Level,Propagation Level,Propagation Label
77,https://incidentdatabase.ai/cite/644,2024-02-18,North Korean Hackers (Kimsuky/Emerald Sleet),Generative/Conversational System,Alleged State-Sponsored Hackers Escalate Purported Phishing Attacks Using Artificial Intelligence,Security & Law Enforcement,AI-assisted cybercriminal operations and social engineering,Adversarial,Security Exploitation,Manipulated / deceptive content,State-sponsored hackers used generative AI to create more convincing phishing and social-engineering materials.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Content Generation → Social Media Platforms → Targeted Victims → Data Theft → Financial/Intelligence Compromise,Retrospective,Third party,Pattern/statistical,Security / abuse; Financial / economic; Privacy / data protection,High,Security & Malicious Use,State-sponsored AI tool exploitation for cybercrime,Severe,Inferred,Monitoring/drift-detection addition; Policy/governance change; Legal/regulatory remediation,Adversarial Actor,"North Korean state-sponsored hackers systematically exploited publicly available AI tools (ChatGPT, LLMs) to enhance cybercriminal operations targeting cryptocurrency exchanges and defense organizations.","abuse controls, access restrictions, and attack monitoring","North Korean state-sponsored hackers systematically exploited publicly available AI tools (ChatGPT, LLMs) to enhance cybercriminal operations targeting cryptocurrency exchanges and defense organizations. The AI systems functioned as designed but were misused to generate convincing English-language content, create fake social media profiles, and develop sophisticated phishing campaigns. The incident represents a security and access control failure rather than an AI system malfunction - the AI tools performed their intended function of generating human-like text, but inadequate safeguards allowed malicious actors to exploit these capabilities for criminal purposes.",Post-deployment,Ongoing pattern,,2024,Adversarial,Security Exploitation,High,Security & Law Enforcement,Severe,P3,Cross-organizational/ecosystem/public-scale
78,https://incidentdatabase.ai/cite/839,2024-10-07,Unknown Scammers,Generative/Conversational System,AI-Driven Phishing Scam Uses Spoofed Google Call to Attempt Gmail Breach of Security Expert,Security & Law Enforcement,AI-powered voice synthesis for social engineering and fraud,Adversarial,Identity/Impersonation/Deepfake,Manipulated / deceptive content,Scammers used synthesized speech and spoofed Google communications to impersonate support personnel.,P1 — Single downstream component/decision,Y,Silent,N,AI Voice Synthesis System → Telecommunications Infrastructure → Phone Number Spoofing Services → Gmail Recovery Notification System → User Trust Mechanisms → Account Authentication Systems → Email Access Controls → Personal Data Storage,Immediate,Third party,Behavioral anomaly,Financial / economic; Privacy / data protection; Security / abuse,High,Security & Malicious Use,voice impersonation and account takeover,High,Inferred,Monitoring/drift-detection addition,Adversarial Actor,Sophisticated adversarial exploitation of AI voice synthesis technology to conduct large-scale phishing attacks against Gmail users.,"identity verification, provenance labeling, and distribution controls","Sophisticated adversarial exploitation of AI voice synthesis technology to conduct large-scale phishing attacks against Gmail users. Attackers used AI-generated voices with American accents to impersonate Google support representatives, coordinating with spoofed phone numbers appearing from legitimate Google business pages and fake account recovery notifications. Security expert Sam Mitrovic identified the AI-generated nature through perfect pronunciation patterns and repeated ""Hello"" responses.",Post-deployment,Single event,,2024,Adversarial,Identity & Targeting,High,Security & Law Enforcement,High,P1,Single downstream component/decision
79,https://incidentdatabase.ai/cite/844,2022-05-25,SafeRent Solutions LLC,Predictive/Scoring Model,SafeRent AI Screening Tool Allegedly Discriminated Against Housing Voucher Applicants,"Finance, Retail & Commerce",AI-driven tenant screening and rental application assessment,Distributional,Bias & Discrimination,Biased / disparate decision,SafeRent assigned lower tenant-screening scores to Black and Hispanic housing-voucher applicants.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Scoring Algorithm → Tenant Credit Assessment → Rental Application Processing → Landlord Decision Systems → Housing Market Access → Residential Segregation Patterns → Community Demographics → Economic Opportunity Access,Retrospective,Regulator/legal,Contestation/appeal,Financial / economic; Service / operational; Civil rights / fairness / access,Severe,"Fairness, Civil Rights & Access",discrimination in essential services,Very High,Documented,Affected-case review/redress; Model retraining/revalidation; Legal/regulatory remediation,Data; Model; Human/Organizational Governance,SafeRent's AI-powered tenant screening algorithm systematically discriminated against Black and Hispanic housing voucher applicants through biased scoring methodology that failed to account for the financial benefits of government housing assistance programs.,"representative data, subgroup testing, and fairness monitoring","SafeRent's AI-powered tenant screening algorithm systematically discriminated against Black and Hispanic housing voucher applicants through biased scoring methodology that failed to account for the financial benefits of government housing assistance programs. The algorithm heavily weighted traditional credit metrics where Black consumers have median scores of 612 and Hispanic consumers 661, compared to white consumers' 725, without recognizing that over 73% of voucher holders' rent is paid directly by housing authorities. This created systematic disparate impact where applicants like Mary Louis (score 324) and Monica Douglas were denied housing solely based on algorithmic scores, forcing them into more expensive alternative housing.",Post-deployment,Ongoing pattern,,2022,Distributional,Bias & Discrimination,Severe,"Finance, Retail & Commerce",Very High,P3,Cross-organizational/ecosystem/public-scale
80,https://incidentdatabase.ai/cite/849,2024-10-18,"Multiple (Turnitin, GPTZero, Copyleaks)",Moderation/Filtering/Detection System,AI Detection Tools Allegedly Misidentify Neurodivergent and ESL Students' Work as AI-Generated in Academic Settings,Education & Workforce,AI-powered content authentication and plagiarism detection,Distributional,Bias & Discrimination,Misclassification / false positive,AI-content detectors disproportionately mislabeled human writing by non-native-English and neurodivergent students.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Detection Algorithm → Text Analysis Processing → Statistical Classification → Academic Integrity Systems → Grade Assignment → Student Academic Records → Disciplinary Proceedings → Educational Institution Policies,Retrospective,Affected user,Pattern/statistical,Civil rights / fairness / access; Education / employment; Psychological / social,Severe,"Fairness, Civil Rights & Access",bias in educational assessment systems,High,Inferred,Model retraining/revalidation,Data; Model,"Multiple AI detection systems (Turnitin, GPTZero, Copyleaks) deployed to identify AI-generated student work systematically failed to maintain accuracy across diverse student populations, producing discriminatory false positive rates.","representative data, subgroup testing, and fairness monitoring","Multiple AI detection systems (Turnitin, GPTZero, Copyleaks) deployed to identify AI-generated student work systematically failed to maintain accuracy across diverse student populations, producing discriminatory false positive rates. Bloomberg testing revealed 1-2% false positive rates on pre-ChatGPT college essays, while Stanford research found over 50% false positive rates for non-native English speakers compared to near-perfect accuracy for US-born students. Students like Moira Olmsted and Ken Sahib received zero grades after human-written assignments were incorrectly flagged as AI-generated.",Post-deployment,Ongoing pattern,,2024,Distributional,Bias & Discrimination,Severe,Education & Workforce,High,P3,Cross-organizational/ecosystem/public-scale
81,https://incidentdatabase.ai/cite/859,2024-10-30,"Multiple (Google, OpenAI, Anthropic, Meta, Mistral)",Generative/Conversational System,AI Models Reportedly Found to Provide Misinformation on Election Processes in Spanish,Technology & AI Services,AI-powered information retrieval and democratic information systems,Mixed/Hybrid,Representation/Low-Resource Gap; Information Quality/Input Handling Failure,Hallucinated / fabricated output,Major language models provided inaccurate and inconsistent Spanish-language election information.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Language Processing → Multilingual Content Generation → Election Information Systems → Democratic Information Access → Voter Knowledge Formation → Electoral Participation Decisions → Democratic Legitimacy → Public Trust in Elections,Retrospective,Researcher/media,Pattern/statistical,Civil rights / fairness / access; Information integrity; Reputational / trust,Severe,Information Integrity & Content Harm,Multilingual misinformation and electoral information accuracy,Severe,Inferred,Model retraining/revalidation; Downstream validation addition,Data; Model,"Systematic testing of five leading AI models revealed significant failures in providing accurate election information to Spanish-speaking users, with 52% inaccuracy rate compared to 43% for English speakers.",representative low-resource data and subgroup validation; authoritative data grounding and output verification,"Systematic testing of five leading AI models found lower accuracy for Spanish-language U.S. election queries than for equivalent English queries, with inaccuracy rates of 52% and 43%, respectively. The models sometimes provided inconsistent cross-language answers, returned Latin American election information for U.S. queries, or failed to direct Spanish-speaking users to authoritative voting resources, suggesting inadequate multilingual validation and deployment safeguards. These disparities created unequal access to reliable civic information for Spanish-speaking users and risked reinforcing linguistic discrimination in democratic participation.",Post-deployment,Ongoing pattern,,2024,Mixed/Hybrid,Distributional + Operational,Severe,Technology & AI Services,Severe,P3,Cross-organizational/ecosystem/public-scale
82,https://incidentdatabase.ai/cite/881,2024-12-27,Waymo & Serve Robotics,Composite/Multi-System AI,Waymo robotaxi collided with a Serve Robotics delivery robot,Transportation & Automotive,Multi-agent autonomous navigation in urban environments,Operational,Design/Implementation Defect,Unsafe physical action or control,A Waymo robotaxi collided at low speed with a Serve delivery robot.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Navigation System A → Path Planning → Motion Control → Intersection Management → AI Navigation System B → Collision Detection → Mitigation Response → Multi-Agent Learning Systems,Immediate,Operator,Consequence-based,Physical safety / health; Service / operational; Financial / economic,Low,Safety & Health,Cross-platform autonomous system interaction,Low,Documented,Interface/workflow/component modification; Organizational/process change,Integration/Interface; Software/Implementation,Low-speed collision between Waymo robotaxi and Serve delivery robot at Los Angeles intersection represents first documented case of autonomous vehicle-to-delivery robot collision.,"pre-deployment testing, safe configuration, and logic validation","Low-speed collision between Waymo robotaxi and Serve delivery robot at Los Angeles intersection represents first documented case of autonomous vehicle-to-delivery robot collision. Both AI systems operated correctly within their individual parameters - Waymo's system correctly identified the delivery robot as an inanimate object and applied hard braking, while Serve's robot was under remote supervision during intersection crossing as per standard protocol. The 4 mph collision resulted in no damage to either system and temporary entanglement for approximately one minute before both continued normal operation.",Post-deployment,Single event,,2024,Operational,Design & Implementation,Low,Transportation & Automotive,Low,P3,Cross-organizational/ecosystem/public-scale
83,https://incidentdatabase.ai/cite/882,2024-12-29,Fable (using OpenAI API),Generative/Conversational System,AI-Generated Reading Summaries on Fable App Reportedly Wrote Biased and Offensive Commentary,Social Media & Platforms,AI-driven personalized content generation for social reading platforms,Distributional,Bias & Discrimination,Biased / disparate decision,Fable’s AI-generated reading summaries made discriminatory and offensive assumptions about users.,P2 — Multi-component/workflow/system-wide,Y,Silent,Y,AI Content Generation → User Data Analysis → Demographic Inference → Personalized Summary Creation → Discriminatory Content Delivery → Social Media Sharing → Viral Negative Exposure → User Account Deletions,Immediate,Affected user,Behavioral anomaly,Civil rights / fairness / access; Psychological / social; Reputational / trust,Moderate,"Fairness, Civil Rights & Access",Discriminatory content generation in personalized AI systems,Severe,Documented,Service suspension/retirement,Data; Model,"Fable's AI-powered year-end reading summary feature, built using OpenAI's API, systematically generated discriminatory content targeting users based on inferred race, sexuality, and disability status from their reading preferences.","representative data, subgroup testing, and fairness monitoring","Fable's AI-powered year-end reading summary feature, built using OpenAI's API, systematically generated discriminatory content targeting users based on inferred race, sexuality, and disability status from their reading preferences. The AI system was designed with a ""roasting"" tone to create playful personalized summaries but instead produced offensive content including telling a Black reader to ""surface for the occasional white author"" and asking readers of diverse books if they wanted ""a straight, cis white man's perspective."" Head of product Chris Gallello acknowledged the ""very bigoted racist language"" was ""shocking"" to the team. The failure demonstrates how AI systems can perpetuate and amplify discriminatory stereotypes when analyzing user behavior patterns without adequate bias detection and mitigation.",Post-deployment,Ongoing pattern,,2024,Distributional,Bias & Discrimination,Moderate,Social Media & Platforms,Severe,P2,Multi-component/workflow/system-wide
84,https://incidentdatabase.ai/cite/740,2024-07-10,UK Department for Work and Pensions (DWP),Predictive/Scoring Model,Department for Work and Pensions (DWP) AI Systems Allegedly Discriminate Against Single Mothers,Government & Public Services,AI-powered government benefits calculation and fraud detection systems,Distributional,Bias & Discrimination,Biased / disparate decision,The benefits algorithm produced payment and assessment errors that disproportionately affected single mothers.,P2 — Multi-component/workflow/system-wide,Y,Silent,Y,Government Algorithm → Benefits Calculation → Payment Processing → Financial Instability → Household Economics → Child Welfare → Educational Access → Long-term Poverty,Retrospective,Researcher/media,Pattern/statistical,Financial / economic; Service / operational; Civil rights / fairness / access,Severe,"Fairness, Civil Rights & Access",discrimination in essential government services,Severe,Inferred,Model retraining/revalidation; Affected-case review/redress; Policy/governance change,Data; Model; Human/Organizational Governance,"The UK Universal Credit system employs automated algorithms that systematically discriminate against working single mothers, who comprise 90% of single parent claimants among the 6.7 million total recipients.","representative data, subgroup testing, and fairness monitoring","The UK Universal Credit system employs automated algorithms that systematically discriminate against working single mothers, who comprise 90% of single parent claimants among the 6.7 million total recipients. University research revealed three critical algorithmic failures: invalid earnings information processing, delayed childcare reimbursement causing financial hardship, and inconsistent payment calculation dates. The algorithms fail to properly account for variable payment frequencies affecting single mothers' often irregular work schedules, leading to earnings over/underestimation and causing £400-600+ monthly payment variations for majority of households.",Post-deployment,Ongoing pattern,systematic operation documented over multiple years,2024,Distributional,Bias & Discrimination,Severe,Government & Public Services,Severe,P2,Multi-component/workflow/system-wide
85,https://incidentdatabase.ai/cite/830,2024-04-07,"Multiple AI Accessibility Tool Developers (EqualWeb, UserWay, others)",Composite/Multi-System AI,Error-Prone AI Accessibility Tools Reportedly Lead to Navigation Issues for Blind Internet Users,Technology & AI Services,AI-driven website accessibility enhancement and assistive technology integration,Operational,Capability Limitation,False negative / omission,AI accessibility overlays generated incorrect descriptions and interfered with screen-reader navigation.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Accessibility System → Computer Vision Processing → Image Description Generation → Screen Reader Integration → User Interface Transformation → Assistive Technology Interaction → Website Navigation Experience → Digital Service Access,Retrospective,Affected user,Contestation/appeal,Civil rights / fairness / access; Service / operational; Legal / regulatory,Severe,"Fairness, Civil Rights & Access",Accessibility-overlay navigation barriers,Very High,Inferred,Downstream validation addition,Model,"AI-powered accessibility software deployed across an estimated 360,000 websites worldwide systematically failed to provide reliable accessibility features for disabled users, particularly those who are blind or visually impaired.",representative low-resource data and subgroup validation,"AI-powered accessibility software deployed across an estimated 360,000 websites worldwide systematically failed to provide reliable accessibility features for disabled users, particularly those who are blind or visually impaired. The AI systems, intended to generate image descriptions and transform websites for assistive technologies, produced unreliable outputs including describing bullet points as toilets when read aloud by screen readers. Estonian blind user Jakob Rosin exemplified widespread user frustration with AI tools that interfere with rather than enhance website navigation.",Post-deployment,Ongoing pattern,complaints and accessibility litigation accumulated over multiple years,2024,Operational,Capability Limitation,Severe,Technology & AI Services,Very High,P3,Cross-organizational/ecosystem/public-scale
86,https://incidentdatabase.ai/cite/374,2020-08-13,UK Office of Qualifications and Examinations Regulation (Ofqual),Predictive/Scoring Model,UK Ofqual's Algorithm Disproportionately Provided Lower Grades Than Teachers' Assessments,Education & Workforce,AI-powered educational assessment and standardized testing,Distributional,Bias & Discrimination,Biased / disparate decision,Ofqual’s grading algorithm systematically lowered results for many state-school students.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,Educational Algorithm → Grade Calculation → University Admissions → Educational Opportunities → Career Prospects → Social Mobility → Economic Inequality → Civil Rights Violations,Immediate,Affected user,Pattern/statistical,Civil rights / fairness / access; Legal / regulatory; Reputational / trust,Severe,"Fairness, Civil Rights & Access",Disparate national examination grading,Very High,Documented,Affected-case review/redress; Service suspension/retirement; Policy/governance change,Data; Model; Human/Organizational Governance,"During COVID-19 school closures, Ofqual deployed a grading algorithm to standardize A-level and GCSE results for 5 million students unable to sit traditional exams.","representative data, subgroup testing, and fairness monitoring","During COVID-19 school closures, Ofqual deployed a grading algorithm to standardize A-level and GCSE results for 5 million students unable to sit traditional exams. The algorithm used teacher rankings combined with schools' historical performance (2017-2019) to generate grades, systematically downgrading 40% of results. The system created stark discrimination: state comprehensive schools saw grade increases of only 2% compared to 4.7% for private schools.",Post-deployment,Ongoing pattern,During the 2020 COVID-19 school-closure grading cycle.,2020,Distributional,Bias & Discrimination,Severe,Education & Workforce,Very High,P3,Cross-organizational/ecosystem/public-scale
87,https://incidentdatabase.ai/cite/453,2023-01-03,Twitter (X),Moderation/Filtering/Detection System,Twitter's AI Moderation Tool Misidentified Rockets as Pornography,Social Media & Platforms,AI-powered automated content classification and platform moderation,Operational,Capability Limitation,Misclassification / false positive,Twitter’s moderation system misclassified rocket-launch photographs as pornographic content.,P2 — Multi-component/workflow/system-wide,Y,Signaled,Y,Computer Vision Processing → Image Classification → Content Moderation Decision → Account Suspension → Content Creator Impact → Space Community Disruption → Platform Credibility → Content Moderation Policy,Immediate,Affected user,Contestation/appeal,Service / operational; Reputational / trust,Moderate,Service Reliability & Operations,Computer vision robustness in content classification,Moderate,Documented,Organizational/process change,Model,"Twitter's machine learning content moderation system systematically misclassified legitimate rocket launch photographs as intimate or pornographic content, leading to wrongful suspension of multiple space-related accounts including Spaceflight Now, Michael Baylor from NASASpaceflight, Starbase Watcher, and photographer John Kraus.",robust validation for expected edge cases and safe fallback handling,"Twitter's machine learning content moderation system systematically misclassified legitimate rocket launch photographs as intimate or pornographic content, leading to wrongful suspension of multiple space-related accounts including Spaceflight Now, Michael Baylor from NASASpaceflight, Starbase Watcher, and photographer John Kraus. The AI system confused visual characteristics of rockets with inappropriate imagery, particularly mistaking ""flesh-colored pixels"" for pornographic content. The automated system suspended accounts when 95% confident of rule violations, applying inappropriate intimate media policies to legitimate NASA Artemis I launch videos and rocket photography.",Post-deployment,Recurring incidents,,2023,Operational,Capability Limitation,Moderate,Social Media & Platforms,Moderate,P2,Multi-component/workflow/system-wide
88,https://incidentdatabase.ai/cite/123,2021-08-01,Epic Systems,Decision-Support/Optimization System,Epic sepsis prediction model produced high false-negative and false-positive rates,Healthcare & Medicine,AI-driven clinical prediction and medical decision support systems,Operational,Capability Limitation,Multiple — specify,Epic’s sepsis model missed many true cases while producing large numbers of false alerts.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Prediction Algorithm → Clinical Decision Support → Medical Diagnosis → Treatment Timing → Patient Outcomes → Hospital Protocols → Healthcare Quality → Patient Safety,Retrospective,Researcher/media,Pattern/statistical,Physical safety / health; Reputational / trust; Service / operational,Severe,Safety & Health,clinical prediction accuracy and patient safety,Very High,Inferred,Model retraining/revalidation; Downstream validation addition,Data; Model,"Epic Systems' AI-powered sepsis prediction model, deployed across 170+ hospitals since 2017, demonstrated catastrophic performance failures when independently evaluated by University of Michigan researchers.",independent calibration testing and production performance monitoring,"Epic Systems' AI-powered sepsis prediction model, deployed across 170+ hospitals since 2017, demonstrated catastrophic performance failures when independently evaluated by University of Michigan researchers. The AI system missed 1,709 of 2,552 sepsis cases (67% miss rate) while generating 6,128 false alarms out of 6,971 total alerts (88% false positive rate). Most critically, the system identified only 7% of sepsis patients who had not received timely antibiotics, precisely the population most in need of early detection.",Post-deployment,Ongoing pattern,Deployed across more than 170 hospitals since 2017 and independently evaluated in 2021.,2021,Operational,Capability Limitation,Severe,Healthcare & Medicine,Very High,P3,Cross-organizational/ecosystem/public-scale
89,https://incidentdatabase.ai/cite/290,2022-06-03,Toronto Public Health; Toronto City Government,Predictive/Scoring Model,Toronto Public Health False Negatives for Water Quality-Associated Beach Closures,Government & Public Services,AI-powered environmental monitoring and public safety prediction,Operational,Capability Limitation,False negative / omission,The water-quality model failed to identify unsafe beach conditions and generated false-negative closure decisions.,P2 — Multi-component/workflow/system-wide,Y,Silent,Y,AI Water Quality Prediction → Public Health Decision → Beach Safety Status → Swimmer Exposure → Health Risk → Community Trust → Regulatory Response → Public Health Policy,Retrospective,Third party,Pattern/statistical,Physical safety / health; Reputational / trust; Environmental,High,Safety & Health,Environmental monitoring and public safety prediction accuracy,High,Inferred,Model retraining/revalidation,Model,Toronto Public Health deployed an AI Predictive Modeling (AIPM) system that replaced traditional laboratory testing as the sole method for determining beach water quality safety.,independent calibration testing and production performance monitoring,"Toronto Public Health deployed an AI Predictive Modeling (AIPM) system that replaced traditional laboratory testing as the sole method for determining beach water quality safety. The AI system systematically failed to accurately predict water contamination, generating dangerous false negatives that allowed contaminated beaches to remain open for swimming. Independent testing by local water advocacy groups revealed that on a majority of days when water was actually unsafe, the AI system incorrectly predicted safe conditions, performing worse than the previous method of daily bacterial testing.",Post-deployment,Ongoing pattern,False-safe predictions occurred on a majority of days when the water was actually unsafe.,2022,Operational,Capability Limitation,High,Government & Public Services,High,P2,Multi-component/workflow/system-wide
90,https://incidentdatabase.ai/cite/1046,2025-04-24,Dataprev; Instituto Nacional do Seguro Social (INSS); Government of Brazil,Decision-Support/Optimization System,Brazil's Social Security AI Tool Is Allegedly Rejecting Complex Claims Improperly,Government & Public Services,AI-driven government benefits processing and social security administration,Mixed/Hybrid,Bias & Discrimination; Information Quality/Input Handling Failure,Biased / disparate decision,Brazil’s social-security system misclassified applicant information and improperly rejected complex benefit claims.,P3 — Cross-organizational/ecosystem/public-scale,Y,Silent,Y,AI Claims Processing → Demographic Classification → Benefits Decision → Economic Security → Rural Community Impact → Digital Divide Amplification → Social Inequality → Government Trust,Retrospective,Researcher/media,Pattern/statistical,Financial / economic; Service / operational; Civil rights / fairness / access,Severe,"Fairness, Civil Rights & Access",discrimination in essential government benefits,Very High,Inferred,Affected-case review/redress,Data; Model,"Brazil's AI-powered Meu INSS social security app, serving 84 million monthly users, systematically discriminates against rural workers and digitally excluded populations through improper claim processing.","representative data, subgroup testing, and fairness monitoring; authoritative data grounding and output verification","Brazil's AI-powered Meu INSS social security app, serving 84 million monthly users, systematically discriminates against rural workers and digitally excluded populations through improper claim processing. The system uses computer vision and natural language processing to analyze benefit applications, but it demonstrates severe capability limitations and demographic bias. In documented cases, the AI misclassified female agricultural worker Josélia de Brito as male, blocking her retirement benefits despite proper documentation.",Post-deployment,Ongoing pattern,systematic operation affecting 84 million monthly users,2025,Mixed/Hybrid,Distributional + Operational,Severe,Government & Public Services,Very High,P3,Cross-organizational/ecosystem/public-scale
91,https://incidentdatabase.ai/cite/1433,2025-11-27,"Google (Antigravity IDE, Gemini-3-based)",Generative/Conversational System,Google Antigravity agent deleted a user’s entire local drive,Technology & AI Services,AI-assisted software development and project file management,Operational,Design/Implementation Defect,Service disruption / unavailability,The coding agent recursively deleted the root of a user’s local drive without effective confirmation.,P1 — Single downstream component/decision,Y,Silent,N,"Single-user local blast radius. Silent transfer at the confirmation layer — Turbo mode executed terminal commands with no per-action approval, so the destructive step crossed to execution without a safeguard prompt. Same authorization-layer silent-transfer variant seen in Kiro, different mechanism (no confirmation gate vs. inherited permissions)",Delayed,Affected user,Consequence-based,Financial / economic; Service / operational; Reputational / trust,High,Service Reliability & Operations,Autonomous-agent destructive action without confirmation,High,Documented,Software/pipeline repair; Fallback/human-escalation addition,Software/Implementation,The agent constructed an over-broad recursive deletion path and auto-executed it under a mode that suppressed user confirmation.,"pre-deployment testing, safe configuration, and logic validation","An agentic IDE, tasked with a benign cache cleanup, incorrectly constructed a recursive quiet-delete targeting the drive root and executed it automatically under a mode that suppressed user confirmation, causing permanent partition-wide data loss. Safeguards for pre-deployment testing, safe configuration, and logic validation were absent or inadequate.",Post-deployment,Single event,,2025,Operational,Design & Implementation,High,Technology & AI Services,High,P1,Single downstream component/decision
92,https://incidentdatabase.ai/cite/1109,2021-03-01,South Australia Health; Sturdie Trade Services,Surveillance/Identification System,Aged-care surveillance pilot overwhelmed staff with persistent false alerts,Healthcare & Medicine,Healthcare surveillance and emergency detection for elderly care,Operational,Capability Limitation,Misclassification / false positive,"The surveillance system produced more than 12,000 false fall-detection alerts across two care facilities.",P2 — Multi-component/workflow/system-wide,Y,Silent,Y,AI Detection Algorithm → False Alert Generation → Staff Alert Fatigue → Delayed Emergency Response → Patient Safety Compromise → System Abandonment → Financial Loss,Retrospective,Third party,Pattern/statistical,Service / operational; Physical safety / health; Financial / economic,High,Safety & Health,Unreliable aged-care fall alerts,High,Inferred,Threshold/configuration adjustment,Model,The AI surveillance system failed to achieve acceptable accuracy in distinguishing between normal care activities and genuine emergencies in aged care settings.,deployment-context validation and drift monitoring,"The AI surveillance system failed to achieve acceptable accuracy in distinguishing between normal care activities and genuine emergencies in aged care settings. The computer vision and audio processing algorithms were inadequately trained for the complex healthcare environment, generating false positives when staff bent down or crouched during routine care. Poor algorithmic performance created alert fatigue among already overworked staff, compromising response to actual emergencies and ultimately requiring system discontinuation despite $785,000 investment.",Post-deployment,Ongoing pattern,"More than 12,000 false alerts occurred across two facilities over 12 months.",2021,Operational,Capability Limitation,High,Healthcare & Medicine,High,P2,Multi-component/workflow/system-wide
93,https://incidentdatabase.ai/cite/1039,2025-04-19,Anysphere (Cursor),Generative/Conversational System,"Anysphere AI Support Bot for Cursor Reportedly Invents Login Policy, Leading to Subscription Cancellations",Technology & AI Services,AI-powered customer support and service automation,Distributional,Hallucination/Confabulation,Hallucinated / fabricated output,Cursor’s support chatbot invented a nonexistent single-device login policy.,P2 — Multi-component/workflow/system-wide,Y,Silent,Y,AI Hallucination → False Policy Communication → Customer Decision Making → Subscription Cancellations → Viral Community Spread → Reputational Damage → Business Impact,Delayed,Affected user,Behavioral anomaly,Information integrity; Financial / economic; Reputational / trust,Moderate,Information Integrity & Content Harm,False Information Generation and Business Communication,Moderate,Inferred,Policy/governance change,Model; Integration/Interface; Data,Cursor's AI support bot generated completely fabricated policy information when responding to customer queries about device login issues.,"factual grounding, uncertainty signaling, and output verification",Cursor's AI support bot generated completely fabricated policy information when responding to customer queries about device login issues. The AI hallucinated a non-existent single-device restriction policy to explain technical problems that were actually caused by software bugs. The system lacked mechanisms to verify policy information against actual company documentation or flag uncertain responses.,Post-deployment,Single event,,2025,Distributional,Hallucination,Moderate,Technology & AI Services,Moderate,P2,Multi-component/workflow/system-wide
94,https://incidentdatabase.ai/cite/981,2025-03-05,Apple Inc.,Generative/Conversational System,Apple AI Transcription Allegedly Inserts Explicit Language into Scottish Woman’s Voicemail,Technology & AI Services,AI-powered speech recognition and voicemail transcription,Distributional,Representation/Low-Resource Gap,Hallucinated / fabricated output,Apple’s transcription system inserted sexual language and profanity into an ordinary business voicemail.,P1 — Single downstream component/decision,Y,Silent,N,AI Speech Recognition Error → Inappropriate Content Generation → User Exposure to Offensive Material → Reputational Impact on Business → User Trust Degradation → Pattern of Similar Transcription Failures,Immediate,Affected user,Behavioral anomaly,Information integrity; Psychological / social; Reputational / trust,Moderate,Information Integrity & Content Harm,Inappropriate Content Generation and Speech Recognition Accuracy,Low,Inferred,Model retraining/revalidation,Model; Data,"Apple's AI transcription system failed to accurately process a business voicemail due to multiple factors including telephone audio quality, background noise at the garage, Scottish accent, and scripted speech delivery.",representative low-resource data and subgroup validation,"Apple's AI transcription system failed to accurately process a business voicemail due to multiple factors including telephone audio quality, background noise at the garage, Scottish accent, and scripted speech delivery. The AI misinterpreted ""sixth"" as ""sex"" and generated profanity where none existed in the original message. The speech recognition model lacked sufficient robustness to handle poor audio conditions and accented speech, leading to contextually inappropriate word predictions that generated offensive content from benign business communication.",Post-deployment,Single event,,2025,Distributional,Prediction & Drift,Moderate,Technology & AI Services,Low,P1,Single downstream component/decision
